UIC12,Receiving SLOC,Issue Storage Loc,Force Element - SLOC,DODAAC,AR DOD Doc Num,PReq No.,PO Document Number,SCMC,PR NIIN,Date on which the AR,Column1,PR Funds Center,AR Funds Center,Fiscal Year,AR Functional area,Turn-In Date,Clearing Date,Total PR Count,Expected Credit,Open PR Count,Open Credit,Closed PR Count, Received Credit 
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N73320002,1021629526,7113307265,9K,200003667,12/7/17,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,11/29/17,12/7/17,1,,0,,1,15125.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N73320002,1021629526,7113307265,9K,200003667,11/30/17,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,11/29/17,12/1/17,1,15125,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N73320002,1021629526,7113307265,9K,200003667,12/1/17,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,11/29/17,12/1/17,1,-15125,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N73320002,1021629526,7113307265,9K,200003667,12/1/17,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,11/29/17,12/7/17,1,15125,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90560002,1040724639,7119243240,9Z,123266355,3/9/19,probe assembly sam,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,3/5/19,3/9/19,1,,0,,1,13546.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80530003,1023278124,7114265914,9K,11931869,4/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/23/18,1,192,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80530003,1023278124,7114265914,9K,11931869,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/23/18,1,-192,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80530003,1023278124,7114265914,9K,11931869,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/26/18,1,192,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82890001,1035888107,7117658240,9K,200003667,11/8/18,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,11/8/18,1,,0,,1,13170.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80530005,1023276812,7114419741,9B,11931870,3/8/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,3/7/18,3/12/18,1,196,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80530005,1023276812,7114419741,9B,11931870,3/12/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,3/7/18,3/12/18,1,-196,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80530005,1023276812,7114419741,9B,11931870,3/12/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,3/7/18,3/15/18,1,197,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N00280002,1053208486,7123290127,9Z,15289281,2/11/20,collector assembly,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,2/3/20,2/11/20,1,,0,,1,12565.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80530007,1023734049,7113585749,9K,200003667,3/8/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,3/7/18,3/12/18,1,3025,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80530007,1023734049,7113585749,9K,200003667,3/12/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,3/7/18,3/12/18,1,-3025,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80530007,1023734049,7113585749,9K,200003667,3/12/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,3/7/18,3/15/18,1,3025,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N00410002,1053865149,7123923223,9Z,15289281,2/21/20,collector assembly,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,2/13/20,2/21/20,1,,0,,1,12565.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80870001,1026843378,7114411885,9K,200003667,4/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,4/30/18,1,3025,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80870001,1026843378,7114411885,9K,200003667,4/30/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,4/30/18,1,-3025,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80870001,1026843378,7114411885,9K,200003667,4/30/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,5/5/18,1,3025,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N00410003,1054070370,7123909937,9Z,15289281,2/21/20,collector assembly,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,2/13/20,2/21/20,1,,0,,1,12565.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80870003,1026872268,7114960859,9Z,15737965,4/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,4/30/18,1,2333,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80870003,1026872268,7114960859,9Z,15737965,4/30/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,4/30/18,1,-2333,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80870004,1022386847,7114411886,9K,15004619,4/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,4/30/18,1,351,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80870004,1022386847,7114411886,9K,15004619,4/30/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,4/30/18,1,-351,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80870004,1022386847,7114411886,9K,15004619,4/30/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,5/5/18,1,351,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83100006,1035671279,7117941657,9Z,15289281,12/4/18,collector assembly,ARMY/A82BD,ARMY/A82BC,V9/2019,113063WHST,11/6/18,12/4/18,1,,0,,1,12527.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090003,1028395745,7115212500,9Z,15540754,4/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/23/18,1,43572,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090003,1028395745,7115212500,9Z,15540754,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/23/18,1,-43572,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090003,1028395745,7115212500,9Z,15540754,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/26/18,1,43572,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83240001,1037523129,7118121588,9Z,15289281,1/3/19,collector assembly,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/17/18,1/3/19,1,,0,,1,12527.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090005,1028493882,7115253141,9Z,15289281,4/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/23/18,1,8059,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090005,1028493882,7115253141,9Z,15289281,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/23/18,1,-8059,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090005,1028493882,7115253141,9Z,15289281,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/26/18,1,8059,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83510008,1037857190,7118451500,9Z,15289281,12/22/18,collector assembly,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/22/18,1,,0,,1,12527.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090006,1028179975,7114392404,9Z,15559347,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/25/18,1,7217,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090006,1028179975,7114392404,9Z,15559347,4/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/25/18,1,-7217,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090006,1028179975,7114392404,9Z,15559347,4/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/26/18,1,7217,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83540002,1037975077,7118486397,9Z,15289281,12/28/18,collector assembly,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/20/18,12/28/18,1,,0,,1,12527.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090008,1028030176,7115262796,9Z,15289280,4/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/23/18,1,17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090008,1028030176,7115262796,9Z,15289280,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/23/18,1,-17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090008,1028030176,7115262796,9Z,15289280,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/26/18,1,17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160010,1038534128,7118742737,9M,15468571,1/24/19,turret combat vehicle,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/24/19,1,,0,,1,12101.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090010,1027985343,7115250640,9Z,15289282,4/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/23/18,1,10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090010,1027985343,7115250640,9Z,15289282,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/23/18,1,-10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090010,1027985343,7115250640,9Z,15289282,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/26/18,1,10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N93520003,1052038364,7122776685,9O,15136214,1/10/20,diff gear unit,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,12/23/19,1/10/20,1,,0,,1,11376.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81100002,1028670693,7115202374,9Z,15540754,4/23/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/25/18,1,43572,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81100002,1028670693,7115202374,9Z,15540754,4/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/25/18,1,-43572,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81100002,1028670693,7115202374,9Z,15540754,4/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/26/18,1,43572,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N93180006,1050788957,7122898439,9K,200003667,12/10/19,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,11/19/19,12/10/19,1,,0,,1,10808.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81140008,1028861906,7115063092,9O,991312145,4/27/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,4/30/18,1,86.81,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81140008,1028861906,7115063092,9O,991312145,4/30/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,4/30/18,1,-86.81,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81140008,1028861906,7115063092,9O,991312145,4/30/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,5/5/18,1,86.81,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N00230005,1053348005,7123674435,9Z,15289282,2/11/20,fluid transfer system,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,2/3/20,2/11/20,1,,0,,1,10405.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500005,1029103692,7115344192,9Z,15330140,5/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,5/31/18,6/3/18,1,240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500005,1029103692,7115344192,9Z,15330140,5/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,5/31/18,10/1/18,1,240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500005,1029103692,7115344192,9Z,15330140,6/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,5/31/18,6/3/18,1,-240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500005,1029103692,7115344192,9Z,15330140,6/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,5/31/18,6/7/18,1,240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N00420003,1054496133,7123897265,9Z,15289282,2/21/20,fluid transfer system,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,2/13/20,2/21/20,1,,0,,1,10405.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500005,1029103692,7115344192,9Z,15330140,10/1/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,5/31/18,10/1/18,1,-240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500005,1029103692,7115344192,9Z,15330140,10/1/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,5/31/18,9/30/19,1,240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500005,1029103692,7115344192,9Z,15330140,9/30/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,5/31/18,9/30/19,1,-240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500006,1029739579,7115760762,9Z,15330140,5/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,5/31/18,6/3/18,1,240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500006,1029739579,7115760762,9Z,15330140,5/31/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,5/31/18,6/7/18,1,240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500006,1029739579,7115760762,9Z,15330140,6/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,5/31/18,6/3/18,1,-240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500006,1029739579,7115760762,9Z,15330140,6/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,5/31/18,10/1/18,1,240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82970005,1035726904,7117764705,9Z,15289282,12/4/18,fluid transfer system,ARMY/A82BD,ARMY/A82BC,V9/2019,113063WHST,10/26/18,12/4/18,1,,0,,1,10356.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500006,1029739579,7115760762,9Z,15330140,10/1/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,5/31/18,10/1/18,1,-240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500006,1029739579,7115760762,9Z,15330140,10/1/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,5/31/18,9/30/19,1,240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81500006,1029739579,7115760762,9Z,15330140,9/30/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WEAD,5/31/18,9/30/19,1,-240499,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81970002,1029462954,7116287837,9G,15265612,7/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/25/18,1,454,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81970002,1029462954,7116287837,9G,15265612,7/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/25/18,1,-454,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81970002,1029462954,7116287837,9G,15265612,7/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/27/18,1,454,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160004,1038522717,7118745815,9Z,15289282,1/24/19,fluid transfer system,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/16/19,1/24/19,1,,0,,1,10356.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81990001,1031469948,7116115744,9Z,15289281,7/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/25/18,1,8059,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81990001,1031469948,7116115744,9Z,15289281,7/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/25/18,1,-8059,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81990001,1031469948,7116115744,9Z,15289281,7/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/27/18,1,8059,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160008,1038628046,7118725761,9Z,15289282,1/24/19,fluid transfer system,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/24/19,1,,0,,1,10356.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000001,1029103458,7116097532,9Z,15289282,8/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/3/18,8/5/18,1,10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000001,1029103458,7116097532,9Z,15289282,8/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/3/18,8/5/18,1,-10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000001,1029103458,7116097532,9Z,15289282,8/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/3/18,8/7/18,1,10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90440016,1039924752,7119151039,9Z,15289282,2/22/19,fluid transfer system,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/14/19,2/22/19,1,,0,,1,10356.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000005,1028045796,7116279870,9Z,15289280,7/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/25/18,1,17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000005,1028045796,7116279870,9Z,15289280,7/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/25/18,1,-17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000005,1028045796,7116279870,9Z,15289280,7/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/27/18,1,17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N81090010,1027985343,7115250640,9Z,15289282,4/26/18,fluid transfer system,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/20/18,4/26/18,1,,0,,1,10135.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000006,1028824861,7116279871,9Z,15289280,8/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/3/18,8/5/18,1,17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000006,1028824861,7116279871,9Z,15289280,8/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/3/18,8/5/18,1,-17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000006,1028824861,7116279871,9Z,15289280,8/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/3/18,8/7/18,1,17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000001,1029103458,7116097532,9Z,15289282,8/7/18,fluid transfer system,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/3/18,8/7/18,1,,0,,1,10135.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000008,1029103535,7116010960,9Z,15289280,7/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/25/18,1,17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000008,1029103535,7116010960,9Z,15289280,7/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/25/18,1,-17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000008,1029103535,7116010960,9Z,15289280,7/25/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,7/19/18,7/27/18,1,17601,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000009,1030980258,7115889741,9Z,15289282,8/7/18,fluid transfer system,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/3/18,8/7/18,1,,0,,1,10135.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000009,1030980258,7115889741,9Z,15289282,8/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/3/18,8/5/18,1,10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000009,1030980258,7115889741,9Z,15289282,8/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/3/18,8/5/18,1,-10135,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82000009,1030980258,7115889741,9Z,15289282,8/5/18,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/3/18,8/7/18,1,10135,0,,1,
