UIC12,Receiving SLOC,Issue Storage Loc,Force Element - SLOC,DODAAC,AR DOD Doc Num,PReq No.,PO Document Number,SCMC,PR NIIN,Date on which the AR,Column1,PR Funds Center,AR Funds Center,Fiscal Year,AR Functional area,Turn-In Date,Clearing Date,Total PR Count,Expected Credit,Open PR Count,Open Credit,Closed PR Count, Received Credit 
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050003,1036666071,7117874203,9M,14973105,11/7/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050003,1036666071,7117874203,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050003,1036666071,7117874203,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050003,1036666071,7117874203,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050003,1036666071,7117874203,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113019WHST,11/6/18,12/4/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80530007,1023734049,7113585749,9K,200003667,3/15/18,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,3/7/18,3/15/18,1,,0,,1,3025.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050004,1036667632,7117894502,9M,14973105,11/7/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050004,1036667632,7117894502,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050004,1036667632,7117894502,9M,14973105,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050004,1036667632,7117894502,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,-1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050004,1036667632,7117894502,9M,14973105,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113019WHST,11/6/18,12/4/18,1,1167,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N80870001,1026843378,7114411885,9K,200003667,5/5/18,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,4/26/18,5/5/18,1,,0,,1,3025.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050005,1036800099,7117800669,9O,14932886,2/26/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/26/19,2/28/19,1,343,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050005,1036800099,7117800669,9O,14932886,2/28/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/26/19,2/28/19,1,-343,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050005,1036800099,7117800669,9O,14932886,2/28/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/26/19,3/9/19,1,343,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N71740001,1010988123,7111784395,9K,200003667,7/8/17,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2017,113003WEAD,6/23/17,7/8/17,1,,0,,1,2847.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090002,1036846748,7117636907,9D,200003730,11/7/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/6/18,11/9/18,1,88.46,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090002,1036846748,7117636907,9D,200003730,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/6/18,11/9/18,1,-88.46,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090002,1036846748,7117636907,9D,200003730,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/6/18,11/10/18,1,88.46,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82280010,1030576818,7116473472,9O,15984055,8/23/18,cover assembly special,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,8/16/18,8/23/18,1,,0,,1,2836.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090006,1036294465,7117947402,9K,14396664,11/17/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/16/18,11/18/18,1,1714,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090006,1036294465,7117947402,9K,14396664,11/18/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/16/18,11/18/18,1,-1714,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83090006,1036294465,7117947402,9K,14396664,11/18/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,11/16/18,11/22/18,1,7068,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N92940001,1050073240,7122190109,9O,219217180,10/29/19,sensor assembly,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,10/22/19,10/29/19,1,,0,,1,2713.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83100006,1035671279,7117941657,9Z,15289281,11/7/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83100006,1035671279,7117941657,9Z,15289281,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,11/9/18,1,-12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83100006,1035671279,7117941657,9Z,15289281,11/9/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83100006,1035671279,7117941657,9Z,15289281,12/3/18,,ARMY/A82BD,ARMY/A82BC,V9/2019,113063WHST,11/6/18,12/4/18,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83100006,1035671279,7117941657,9Z,15289281,12/3/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,11/6/18,12/3/18,1,-12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N93250001,1051217447,7122806854,9K,200003667,12/11/19,wheel and tire assembly,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,11/27/19,12/11/19,1,,0,,1,2702.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83240001,1037523129,7118121588,9Z,15289281,12/18/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/17/18,12/19/18,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83240001,1037523129,7118121588,9Z,15289281,12/19/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/17/18,12/19/18,1,-12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83240001,1037523129,7118121588,9Z,15289281,12/19/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/17/18,1/3/19,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N93250002,1051428985,7122947910,9K,200003667,12/11/19,,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,11/27/19,12/11/19,1,,0,,1,2702.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83510002,1037699461,7118355312,9O,15097450,2/15/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/14/19,2/16/19,1,441,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83510002,1037699461,7118355312,9O,15097450,2/16/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/14/19,2/16/19,1,-441,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83510002,1037699461,7118355312,9O,15097450,2/16/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/14/19,2/22/19,1,441,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82910003,1035672537,7117171591,9G,15251688,12/4/18,,ARMY/A82BD,ARMY/A82BC,V9/2019,113063WHST,10/26/18,12/4/18,1,,0,,1,2679.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83510004,1037855134,7118453296,9Z,15365637,12/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/21/18,1,2605,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83510004,1037855134,7118453296,9Z,15365637,12/21/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/21/18,1,-2605,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83510004,1037855134,7118453296,9Z,15365637,12/21/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/22/18,1,2605,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N91840005,1045020860,7121114341,9G,15251688,7/16/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,7/9/19,7/16/19,1,,0,,1,2679.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83510008,1037857190,7118451500,9Z,15289281,12/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/21/18,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83510008,1037857190,7118451500,9Z,15289281,12/21/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/21/18,1,-12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83510008,1037857190,7118451500,9Z,15289281,12/21/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/22/18,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N93100001,1050809101,7122814900,9O,219217178,11/15/19,,ARMY/A82BD,ARMY/A82BD,V9/2020,113003WHST,11/6/19,11/15/19,1,,0,,1,2644.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83520003,1038346386,7118201945,9O,200013985,12/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/21/18,1,20447,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83520003,1038346386,7118201945,9O,200013985,12/21/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/21/18,1,-20447,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83520003,1038346386,7118201945,9O,200013985,12/21/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/22/18,1,20447,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N82830002,1034898820,7117598256,9K,200003667,11/8/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,10/26/18,11/8/18,1,,0,,1,2634.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83520005,1038053525,7118201946,9Z,15330140,12/20/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/21/18,1,228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83520005,1038053525,7118201946,9Z,15330140,12/21/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/21/18,1,-228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83520005,1038053525,7118201946,9Z,15330140,12/21/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/22/18,1,228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160006,1039123347,7118708772,9K,200003667,3/12/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,3/12/19,1,,0,,1,2634.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83540002,1037975077,7118486397,9Z,15289281,12/21/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/20/18,12/26/18,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83540002,1037975077,7118486397,9Z,15289281,12/26/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/20/18,12/26/18,1,-12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83540002,1037975077,7118486397,9Z,15289281,12/26/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/20/18,12/28/18,1,12527,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83510004,1037855134,7118453296,9Z,15365637,12/22/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,12/19/18,12/22/18,1,,0,,1,2605.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90150001,1038854822,7118723767,9Z,15330140,1/17/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,1/16/19,1/19/19,1,228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90150001,1038854822,7118723767,9Z,15330140,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,1/16/19,1/19/19,1,-228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90150001,1038854822,7118723767,9Z,15330140,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,1/16/19,2/6/19,1,228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90150001,1038854822,7118723767,9Z,15330140,2/6/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,111087W25D,1/16/19,2/6/19,1,-228876,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N92340003,1047061364,7121828916,9G,15542707,8/28/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,8/22/19,8/28/19,1,,0,,1,2241.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90150002,1038524674,7118718823,9Z,15540754,1/17/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/16/19,1/19/19,1,39669,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90150002,1038524674,7118718823,9Z,15540754,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/16/19,1/19/19,1,-39669,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90150002,1038524674,7118718823,9Z,15540754,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/16/19,1/24/19,1,39669,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N73060001,1021552017,7112531854,9O,15419993,11/14/17,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,11/4/17,11/14/17,1,,0,,1,2202.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160001,1038477958,7118381981,9M,15826735,1/17/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/19/19,1,17680,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160001,1038477958,7118381981,9M,15826735,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/19/19,1,-17680,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160001,1038477958,7118381981,9M,15826735,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/24/19,1,17680,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N62570001,1009607875,7108425869,9K,200003667,1/12/17,,ARMY/A82BD,ARMY/A82BD,V9/2017,113003WEAD,9/16/16,1/12/17,1,2073,0,,1,2073.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160002,1038536547,7118712578,9O,15732154,1/17/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/19/19,1,16142,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160002,1038536547,7118712578,9O,15732154,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/19/19,1,-16142,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160002,1038536547,7118712578,9O,15732154,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/24/19,1,16142,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N62570002,1009697292,7108344663,9K,200003667,1/12/17,,ARMY/A82BD,ARMY/A82BD,V9/2017,113003WEAD,9/16/16,1/12/17,1,2073,0,,1,2073.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160004,1038522717,7118745815,9Z,15289282,1/17/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/16/19,1/19/19,1,10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160004,1038522717,7118745815,9Z,15289282,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/16/19,1/19/19,1,-10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160004,1038522717,7118745815,9Z,15289282,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/16/19,1/24/19,1,10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N73060002,1021396007,7113316855,9M,251504628,11/14/17,,ARMY/A82BD,ARMY/A82BD,V9/2018,113003WEAD,11/4/17,11/14/17,1,,0,,1,1537.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160005,1039119582,7118745816,9K,200003667,1/18/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,3/9/19,1,5268,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160005,1039119582,7118745816,9K,200003667,3/9/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,3/9/19,1,-5268,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160005,1039119582,7118745816,9K,200003667,3/9/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,3/12/19,1,5268,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N62290003,1009256969,7107990757,9K,14890850,1/12/17,,ARMY/A82BD,ARMY/A82BD,V9/2017,113003WEAD,9/16/16,1/12/17,1,1210,0,,1,1210.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160006,1039123347,7118708772,9K,200003667,1/18/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,3/9/19,1,2634,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160006,1039123347,7118708772,9K,200003667,3/9/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,3/9/19,1,-2634,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160006,1039123347,7118708772,9K,200003667,3/9/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,3/12/19,1,2634,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050001,1036665140,7117891824,9M,14973105,12/4/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113019WHST,11/6/18,12/4/18,1,,0,,1,1167.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160008,1038628046,7118725761,9Z,15289282,1/17/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/19/19,1,10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160008,1038628046,7118725761,9Z,15289282,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/19/19,1,-10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160008,1038628046,7118725761,9Z,15289282,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/24/19,1,10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050002,1036665360,7117907818,9M,14973105,12/4/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113019WHST,11/6/18,12/4/18,1,,0,,1,1167.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160010,1038534128,7118742737,9M,15468571,1/17/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/19/19,1,12101,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160010,1038534128,7118742737,9M,15468571,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/19/19,1,-12101,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90160010,1038534128,7118742737,9M,15468571,1/19/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,1/17/19,1/24/19,1,12101,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050003,1036666071,7117874203,9M,14973105,12/4/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113019WHST,11/6/18,12/4/18,1,,0,,1,1167.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90440016,1039924752,7119151039,9Z,15289282,2/15/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/14/19,2/16/19,1,10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90440016,1039924752,7119151039,9Z,15289282,2/16/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/14/19,2/16/19,1,-10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90440016,1039924752,7119151039,9Z,15289282,2/16/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,2/14/19,2/22/19,1,10356,0,,1,
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N83050004,1036667632,7117894502,9M,14973105,12/4/18,,ARMY/A82BD,ARMY/A82BD,V9/2019,113019WHST,11/6/18,12/4/18,1,,0,,1,1167.00
WH8DAAMNT,2001/WHQ1,2000/0BST,WH8DAAMNT,W90E2N,W90E2N90560002,1040724639,7119243240,9Z,123266355,3/6/19,,ARMY/A82BD,ARMY/A82BD,V9/2019,113003WHST,3/5/19,3/8/19,1,13546,0,,1,
